# Datetime (UTC)	T (°C)	P (hPa)	Humidity (%)
2020-04-13T17:50:00	2.2	986.3	70.9
2020-04-13T18:00:00	2.0	986.3	71.7
2020-04-13T18:10:00	1.8	986.3	72.5
2020-04-13T18:20:00	1.6	986.2	73.6
2020-04-13T18:30:00	1.4	986.2	74.4
2020-04-13T18:40:00	1.3	986.1	74.3
2020-04-13T18:50:00	1.2	985.9	74.3
2020-04-13T19:00:00	0.9	985.8	75.7
2020-04-13T19:10:00	0.3	985.8	79.6
2020-04-13T19:20:00	0.0	985.8	80.5
2020-04-13T19:30:00	-0.1	985.8	81.1
2020-04-13T19:40:00	-0.5	985.9	84.0
2020-04-13T19:50:00	-0.9	985.9	85.6
2020-04-13T20:00:00	-1.1	985.9	86.2
2020-04-13T20:10:00	-1.2	985.9	86.8
2020-04-13T20:20:00	-1.4	985.9	87.6
2020-04-13T20:30:00	-1.0	985.9	88.1
2020-04-13T20:40:00	-0.8	985.9	86.7
2020-04-13T20:50:00	-0.8	985.9	87.1
2020-04-13T21:00:00	-0.8	986.1	86.7
2020-04-13T21:10:00	-0.7	985.9	87.5
2020-04-13T21:20:00	-0.8	986.1	87.6
2020-04-13T21:30:00	-0.7	985.9	88.1
2020-04-13T21:40:00	-0.8	986.1	88.2
2020-04-13T21:50:00	-0.9	986.1	88.4
2020-04-13T22:00:00	-0.9	986.1	88.7
2020-04-13T22:10:00	-0.8	986.1	89.2
2020-04-13T22:20:00	-0.8	986.1	88.7
2020-04-13T22:30:00	-0.6	986.1	88.1
2020-04-13T22:40:00	-0.6	986.1	87.9
2020-04-13T22:50:00	-0.6	985.9	88.3
2020-04-13T23:00:00	-0.5	985.9	89.0
2020-04-13T23:10:00	-0.6	986.1	88.8
2020-04-13T23:20:00	-0.7	986.2	89.3
2020-04-13T23:30:00	-0.9	986.2	89.5
2020-04-13T23:40:00	-1.2	986.2	89.7
2020-04-13T23:50:00	-1.4	986.2	90.0
2020-04-14T00:00:00	-1.5	986.1	90.4
2020-04-14T00:10:00	-1.3	985.9	90.8
2020-04-14T00:20:00	-1.3	985.9	91.0
2020-04-14T00:30:00	-1.0	985.9	91.1
2020-04-14T00:40:00	-1.2	985.9	90.9
2020-04-14T00:50:00	-1.0	986.1	91.0
2020-04-14T01:00:00	-1.0	986.1	90.7
2020-04-14T01:10:00	-1.4	986.1	90.3
2020-04-14T01:20:00	-1.5	986.2	90.5
2020-04-14T01:30:00	-1.5	986.2	90.6
2020-04-14T01:40:00	-1.4	986.2	90.5
2020-04-14T01:50:00	-1.6	986.1	90.5
2020-04-14T02:00:00	-1.7	986.2	90.5
2020-04-14T02:10:00	-1.8	986.2	90.6
2020-04-14T02:20:00	-1.6	986.2	90.5
2020-04-14T02:30:00	-1.5	986.2	89.9
2020-04-14T02:40:00	-1.7	986.2	89.2
2020-04-14T02:50:00	-1.7	986.2	89.0
2020-04-14T03:00:00	-1.8	986.2	89.4
2020-04-14T03:10:00	-1.8	986.2	89.5
2020-04-14T03:20:00	-1.3	986.3	89.6
2020-04-14T03:30:00	-1.1	986.3	89.7
2020-04-14T03:40:00	-1.3	986.3	89.5
2020-04-14T03:50:00	-1.2	986.3	89.8
2020-04-14T04:00:00	-1.0	986.3	89.8
2020-04-14T04:10:00	-0.8	986.5	89.5
2020-04-14T04:20:00	-0.6	986.5	89.0
2020-04-14T04:30:00	-0.4	986.6	88.6
2020-04-14T04:40:00	-0.3	986.6	87.2
2020-04-14T04:50:00	-0.2	986.6	87.2
2020-04-14T05:00:00	-0.1	986.6	86.3
2020-04-14T05:10:00	0.0	986.6	84.7
2020-04-14T05:20:00	0.0	986.6	84.4
2020-04-14T05:30:00	0.0	986.7	82.6
2020-04-14T05:40:00	0.0	986.8	81.2
2020-04-14T05:50:00	0.0	986.7	80.2
2020-04-14T06:00:00	0.2	986.7	81.1
2020-04-14T06:10:00	0.0	986.8	77.9
2020-04-14T06:20:00	0.1	986.8	77.6
2020-04-14T06:30:00	0.2	987.0	77.8
2020-04-14T06:40:00	0.3	986.9	76.7
2020-04-14T06:50:00	0.4	986.9	76.9
2020-04-14T07:00:00	0.5	987.0	76.5
2020-04-14T07:10:00	0.8	986.9	76.2
2020-04-14T07:20:00	1.0	987.0	76.0
2020-04-14T07:30:00	1.4	987.0	76.3
2020-04-14T07:40:00	1.5	987.0	72.7
2020-04-14T07:50:00	1.7	987.0	73.1
2020-04-14T08:00:00	1.4	987.0	73.4
2020-04-14T08:10:00	1.8	987.1	72.7
2020-04-14T08:20:00	2.2	987.1	72.6
2020-04-14T08:30:00	2.2	987.3	69.2
2020-04-14T08:40:00	2.2	987.4	69.5
2020-04-14T08:50:00	2.4	987.4	68.5
2020-04-14T09:00:00	2.3	987.5	67.0
2020-04-14T09:10:00	2.0	987.7	70.5
2020-04-14T09:20:00	1.7	987.8	73.2
2020-04-14T09:30:00	2.2	987.8	70.4
2020-04-14T09:40:00	2.4	987.8	69.0
2020-04-14T09:50:00	2.6	987.8	68.6
2020-04-14T10:00:00	2.5	987.8	70.9
2020-04-14T10:10:00	2.4	987.9	70.5
2020-04-14T10:20:00	2.8	987.9	71.9
2020-04-14T10:30:00	2.8	987.9	67.4
2020-04-14T10:40:00	2.7	988.0	69.3
2020-04-14T10:50:00	3.1	988.1	68.0
2020-04-14T11:00:00	3.0	988.2	68.9
2020-04-14T11:10:00	3.2	988.1	69.0
2020-04-14T11:20:00	2.7	988.2	70.6
2020-04-14T11:30:00	3.0	988.1	69.2
2020-04-14T11:40:00	3.4	988.1	67.8
2020-04-14T11:50:00	3.5	987.9	66.3
2020-04-14T12:00:00	3.3	988.2	69.1
2020-04-14T12:10:00	3.6	988.2	66.3
2020-04-14T12:20:00	3.3	988.3	69.9
2020-04-14T12:30:00	2.8	988.3	72.0
2020-04-14T12:40:00	3.1	988.3	71.0
2020-04-14T12:50:00	3.1	988.3	73.0
2020-04-14T13:00:00	3.3	988.5	72.7
2020-04-14T13:10:00	3.1	988.5	72.9
2020-04-14T13:20:00	3.3	988.6	72.8
2020-04-14T13:30:00	3.5	988.6	70.9
2020-04-14T13:40:00	3.0	988.6	69.9
2020-04-14T13:50:00	2.6	988.7	73.4
2020-04-14T14:00:00	2.8	988.7	74.6
2020-04-14T14:10:00	2.7	988.9	76.4
2020-04-14T14:20:00	2.4	989.0	78.9
2020-04-14T14:30:00	2.1	989.0	79.7
2020-04-14T14:40:00	1.9	989.0	79.6
2020-04-14T14:50:00	1.9	989.0	80.1
2020-04-14T15:00:00	2.0	989.1	79.6
2020-04-14T15:10:00	2.5	989.2	77.0
2020-04-14T15:20:00	2.7	989.1	74.5
2020-04-14T15:30:00	3.0	989.3	73.0
2020-04-14T15:40:00	2.8	989.3	74.1
2020-04-14T15:50:00	2.8	989.3	72.9
2020-04-14T16:00:00	2.7	989.4	74.3
2020-04-14T16:10:00	2.5	989.4	75.5
2020-04-14T16:20:00	2.4	989.4	76.7
2020-04-14T16:30:00	2.3	989.4	77.8
2020-04-14T16:40:00	1.9	989.4	80.5
2020-04-14T16:50:00	1.7	989.5	81.7
2020-04-14T17:00:00	1.3	989.5	82.6
2020-04-14T17:10:00	1.0	989.7	84.0
2020-04-14T17:20:00	0.6	989.7	85.3
2020-04-14T17:30:00	0.5	989.8	86.4
2020-04-14T17:40:00	0.2	989.8	87.2
2020-04-14T17:50:00	0.2	989.8	88.0
2020-04-14T18:00:00	0.1	989.8	88.3
2020-04-14T18:10:00	-0.1	989.8	88.5
2020-04-14T18:20:00	0.0	989.8	88.8
2020-04-14T18:30:00	0.1	989.8	88.6
2020-04-14T18:40:00	0.3	989.8	88.4
2020-04-14T18:50:00	0.2	989.8	88.0
2020-04-14T19:00:00	0.2	989.7	87.7
2020-04-14T19:10:00	0.1	989.7	87.7
2020-04-14T19:20:00	0.0	989.8	87.1
2020-04-14T19:30:00	0.1	989.8	88.0
2020-04-14T19:40:00	0.2	989.8	88.1
2020-04-14T19:50:00	0.3	989.7	87.7
2020-04-14T20:00:00	0.1	989.7	87.0
2020-04-14T20:10:00	0.0	989.7	87.0
2020-04-14T20:20:00	0.2	989.7	87.7
2020-04-14T20:30:00	0.0	989.7	87.7
2020-04-14T20:40:00	0.0	989.5	88.3
2020-04-14T20:50:00	0.0	989.5	88.8
2020-04-14T21:00:00	0.0	989.5	89.1
2020-04-14T21:10:00	0.0	989.7	89.4
2020-04-14T21:20:00	0.0	989.5	89.6
2020-04-14T21:30:00	0.2	989.5	89.6
2020-04-14T21:40:00	0.2	989.5	89.5
2020-04-14T21:50:00	0.3	989.5	89.3
2020-04-14T22:00:00	0.1	989.4	89.1
2020-04-14T22:10:00	0.1	989.4	89.2
2020-04-14T22:20:00	0.2	989.4	89.6
2020-04-14T22:30:00	0.0	989.4	89.1
2020-04-14T22:40:00	0.1	989.4	89.5
2020-04-14T22:50:00	0.3	989.4	89.5
2020-04-14T23:00:00	0.2	989.4	89.2
2020-04-14T23:10:00	0.2	989.4	89.3
2020-04-14T23:20:00	0.1	989.5	89.2
2020-04-14T23:30:00	0.1	989.7	89.4
2020-04-14T23:40:00	0.0	989.7	89.8
2020-04-14T23:50:00	0.0	989.5	90.1
2020-04-15T00:00:00	0.0	989.5	90.2
2020-04-15T00:10:00	0.0	989.7	90.3
2020-04-15T00:20:00	0.0	989.5	90.5
2020-04-15T00:30:00	0.0	989.5	90.5
2020-04-15T00:40:00	0.0	989.4	90.5
2020-04-15T00:50:00	0.0	989.4	90.4
2020-04-15T01:00:00	0.0	989.4	90.3
2020-04-15T01:10:00	0.0	989.4	90.3
2020-04-15T01:20:00	0.0	989.4	90.2
2020-04-15T01:30:00	0.0	989.3	89.9
2020-04-15T01:40:00	0.0	989.3	89.8
2020-04-15T01:50:00	0.0	989.1	89.8
2020-04-15T02:00:00	0.0	989.3	89.7
2020-04-15T02:10:00	0.0	989.3	89.5
2020-04-15T02:20:00	-0.1	989.3	89.4
2020-04-15T02:30:00	-0.2	989.3	89.4
2020-04-15T02:40:00	-0.3	989.1	89.1
2020-04-15T02:50:00	-0.3	989.1	88.6
2020-04-15T03:00:00	-0.3	989.0	88.5
2020-04-15T03:10:00	-0.3	989.0	88.6
2020-04-15T03:20:00	-0.2	989.0	88.5
2020-04-15T03:30:00	-0.3	989.0	88.3
2020-04-15T03:40:00	-0.3	989.0	88.3
2020-04-15T03:50:00	-0.3	989.0	88.4
2020-04-15T04:00:00	-0.3	989.0	88.4
2020-04-15T04:10:00	-0.3	989.0	88.7
2020-04-15T04:20:00	-0.3	989.0	88.3
2020-04-15T04:30:00	-0.2	989.0	88.1
2020-04-15T04:40:00	-0.2	989.0	87.0
2020-04-15T04:50:00	0.0	989.0	87.1
2020-04-15T05:00:00	0.1	988.9	86.1
2020-04-15T05:10:00	0.1	988.9	85.5
2020-04-15T05:20:00	0.1	988.7	84.4
2020-04-15T05:30:00	0.1	988.7	84.5
2020-04-15T05:40:00	0.2	988.7	83.1
2020-04-15T05:50:00	0.0	988.7	83.5
2020-04-15T06:00:00	0.0	988.7	83.4
2020-04-15T06:10:00	0.3	988.7	82.6
2020-04-15T06:20:00	0.4	988.7	80.9
2020-04-15T06:30:00	0.8	988.7	80.4
2020-04-15T06:40:00	1.1	988.7	78.3
2020-04-15T06:50:00	1.3	988.7	77.4
2020-04-15T07:00:00	1.6	988.6	75.1
2020-04-15T07:10:00	1.6	988.6	74.1
2020-04-15T07:20:00	1.8	988.6	75.4
2020-04-15T07:30:00	2.8	988.6	68.3
2020-04-15T07:40:00	2.2	988.6	69.1
2020-04-15T07:50:00	2.2	988.5	70.6
2020-04-15T08:00:00	2.4	988.3	67.6
2020-04-15T08:10:00	2.5	988.2	67.5
2020-04-15T08:20:00	2.4	988.2	68.1
2020-04-15T08:30:00	2.3	988.2	69.1
2020-04-15T08:40:00	2.3	988.2	67.6
2020-04-15T08:50:00	2.4	988.2	68.4
2020-04-15T09:00:00	2.4	988.2	68.6
2020-04-15T09:10:00	3.4	988.2	66.2
2020-04-15T09:20:00	3.3	988.2	65.3
2020-04-15T09:30:00	3.5	988.2	62.4
2020-04-15T09:40:00	3.4	988.2	62.2
2020-04-15T09:50:00	3.6	988.2	60.6
2020-04-15T10:00:00	3.4	988.1	62.5
2020-04-15T10:10:00	3.4	988.2	61.5
2020-04-15T10:20:00	3.8	988.2	61.9
2020-04-15T10:30:00	4.1	988.2	60.4
2020-04-15T10:40:00	4.2	988.2	59.4
2020-04-15T10:50:00	4.0	988.3	58.0
2020-04-15T11:00:00	4.0	988.3	58.2
2020-04-15T11:10:00	4.3	988.5	55.2
2020-04-15T11:20:00	4.4	988.6	54.6
2020-04-15T11:30:00	4.4	988.6	53.8
2020-04-15T11:40:00	4.4	988.6	54.8
2020-04-15T11:50:00	4.6	988.6	54.8
2020-04-15T12:00:00	4.5	988.6	55.4
2020-04-15T12:10:00	4.5	988.6	55.1
2020-04-15T12:20:00	4.4	988.7	55.0
2020-04-15T12:30:00	4.7	988.7	54.3
2020-04-15T12:40:00	4.9	988.7	53.0
2020-04-15T12:50:00	4.6	988.6	53.2
2020-04-15T13:00:00	5.3	988.7	50.4
2020-04-15T13:10:00	5.5	988.9	48.8
2020-04-15T13:20:00	5.6	988.9	49.1
2020-04-15T13:30:00	5.1	989.0	51.7
2020-04-15T13:40:00	5.2	989.0	49.0
2020-04-15T13:50:00	5.4	989.0	49.5
2020-04-15T14:00:00	5.8	988.9	46.7
2020-04-15T14:10:00	5.9	989.0	45.9
2020-04-15T14:20:00	5.6	989.0	44.6
2020-04-15T14:30:00	5.8	989.0	43.7
2020-04-15T14:40:00	6.0	989.0	45.3
2020-04-15T14:50:00	6.0	989.0	45.5
2020-04-15T15:00:00	5.6	989.0	46.2
2020-04-15T15:10:00	5.6	989.0	46.9
2020-04-15T15:20:00	6.0	989.1	44.3
2020-04-15T15:30:00	5.8	989.3	45.5
2020-04-15T15:40:00	5.6	989.3	46.3
2020-04-15T15:50:00	5.7	989.3	46.6
2020-04-15T16:00:00	5.7	989.3	47.4
2020-04-15T16:10:00	5.3	989.4	48.0
2020-04-15T16:20:00	5.2	989.4	47.2
2020-04-15T16:30:00	4.8	989.4	50.3
2020-04-15T16:40:00	4.5	989.4	51.6
2020-04-15T16:50:00	4.1	989.7	54.0
2020-04-15T17:00:00	3.7	989.7	56.1
2020-04-15T17:10:00	3.3	989.8	58.3
2020-04-15T17:20:00	3.0	989.8	60.1
2020-04-15T17:30:00	2.8	989.8	62.2
2020-04-15T17:40:00	2.5	989.9	63.6
2020-04-15T17:50:00	2.1	989.9	64.8
2020-04-15T18:00:00	1.9	989.9	67.0
2020-04-15T18:10:00	1.6	989.9	69.3
2020-04-15T18:20:00	1.5	989.8	70.8
2020-04-15T18:30:00	1.3	989.7	72.5
2020-04-15T18:40:00	1.1	989.6	73.6
2020-04-15T18:50:00	0.9	989.5	75.0
2020-04-15T19:00:00	0.8	989.4	76.1
2020-04-15T19:10:00	0.6	989.4	76.8
2020-04-15T19:20:00	0.2	989.4	77.8
2020-04-15T19:30:00	-0.2	989.4	80.0
2020-04-15T19:40:00	0.0	989.4	81.9
2020-04-15T19:50:00	-0.2	989.4	80.7
2020-04-15T20:00:00	-0.9	989.4	82.5
2020-04-15T20:10:00	-1.2	989.4	84.5
2020-04-15T20:20:00	-1.5	989.4	85.0
2020-04-15T20:30:00	-1.5	989.3	86.9
2020-04-15T20:40:00	-1.7	989.1	86.8
2020-04-15T20:50:00	-1.5	989.1	87.8
2020-04-15T21:00:00	-1.5	989.0	86.3
2020-04-15T21:10:00	-1.6	989.0	85.8
2020-04-15T21:20:00	-1.5	989.0	86.4
2020-04-15T21:30:00	-1.1	988.6	86.6
2020-04-15T21:40:00	-1.2	988.6	86.5
2020-04-15T21:50:00	-1.0	988.4	86.2
2020-04-15T22:00:00	-0.9	988.2	86.0
2020-04-15T22:10:00	-0.7	988.2	85.5
2020-04-15T22:20:00	-0.6	988.2	85.1
2020-04-15T22:30:00	-0.6	988.1	84.8
2020-04-15T22:40:00	-0.6	987.9	85.5
2020-04-15T22:50:00	-0.6	987.8	83.7
2020-04-15T23:00:00	-0.9	987.5	84.5
2020-04-15T23:10:00	-0.7	987.4	85.1
2020-04-15T23:20:00	-0.3	987.4	86.4
2020-04-15T23:30:00	-0.1	987.3	85.6
2020-04-15T23:40:00	0.0	987.0	85.3
2020-04-15T23:50:00	0.0	987.0	85.9
2020-04-16T00:00:00	0.1	986.7	86.1
2020-04-16T00:10:00	0.1	986.6	85.7
2020-04-16T00:20:00	0.3	986.3	85.3
2020-04-16T00:30:00	0.4	986.2	84.8
2020-04-16T00:40:00	0.4	986.0	84.5
2020-04-16T00:50:00	0.4	985.8	84.5
2020-04-16T01:00:00	0.4	985.7	84.3
2020-04-16T01:10:00	0.3	985.4	84.5
2020-04-16T01:20:00	0.2	985.1	84.4
2020-04-16T01:30:00	0.2	985.0	84.6
2020-04-16T01:40:00	0.2	985.0	84.6
2020-04-16T01:50:00	0.1	984.6	84.4
2020-04-16T02:00:00	0.0	984.5	85.0
2020-04-16T02:10:00	0.0	984.2	84.4
2020-04-16T02:20:00	0.0	984.0	84.7
2020-04-16T02:30:00	0.0	983.8	85.2
2020-04-16T02:40:00	0.0	983.5	85.3
2020-04-16T02:50:00	0.0	983.5	85.3
2020-04-16T03:00:00	0.0	983.4	84.8
2020-04-16T03:10:00	0.1	983.1	83.6
2020-04-16T03:20:00	0.1	983.0	84.0
2020-04-16T03:30:00	0.2	982.9	83.6
2020-04-16T03:40:00	0.2	982.7	83.5
2020-04-16T03:50:00	0.3	982.6	83.5
2020-04-16T04:00:00	0.3	982.3	81.7
2020-04-16T04:10:00	0.4	982.2	81.1
2020-04-16T04:20:00	0.3	982.1	80.5
2020-04-16T04:30:00	0.3	982.1	80.5
2020-04-16T04:40:00	0.2	981.8	81.0
2020-04-16T04:50:00	0.3	981.7	81.6
2020-04-16T05:00:00	0.4	981.7	81.3
2020-04-16T05:10:00	0.5	981.7	81.1
2020-04-16T05:20:00	0.6	981.5	80.9
2020-04-16T05:30:00	0.6	981.4	80.9
2020-04-16T05:40:00	0.9	981.4	80.4
2020-04-16T05:50:00	1.2	981.3	78.5
2020-04-16T06:00:00	1.4	981.2	77.2
2020-04-16T06:10:00	1.7	981.2	76.4
2020-04-16T06:20:00	2.0	981.1	75.7
2020-04-16T06:30:00	1.8	981.0	75.3
2020-04-16T06:40:00	1.8	981.0	74.5
2020-04-16T06:50:00	2.0	981.0	73.7
2020-04-16T07:00:00	2.0	981.0	74.2
2020-04-16T07:10:00	2.2	980.9	73.0
2020-04-16T07:20:00	2.2	980.9	73.2
2020-04-16T07:30:00	2.2	980.7	73.4
2020-04-16T07:40:00	2.6	980.7	72.2
2020-04-16T07:50:00	3.2	980.7	69.5
2020-04-16T08:00:00	3.3	980.7	68.4
2020-04-16T08:10:00	3.3	980.7	67.2
2020-04-16T08:20:00	3.3	980.7	66.0
2020-04-16T08:30:00	3.4	980.7	64.5
2020-04-16T08:40:00	3.4	980.7	64.5
2020-04-16T08:50:00	3.4	980.9	65.3
2020-04-16T09:00:00	3.3	981.0	62.6
2020-04-16T09:10:00	4.0	980.9	56.1
2020-04-16T09:20:00	4.6	981.0	54.3
2020-04-16T09:30:00	5.6	981.0	49.1
2020-04-16T09:40:00	4.4	981.3	45.7
2020-04-16T09:50:00	5.2	981.4	44.0
2020-04-16T10:00:00	5.3	981.4	41.6
2020-04-16T10:10:00	5.8	981.4	38.6
2020-04-16T10:20:00	5.8	981.6	36.5
2020-04-16T10:30:00	5.8	981.6	38.2
2020-04-16T10:40:00	6.1	981.7	39.4
2020-04-16T10:50:00	6.0	981.8	40.3
2020-04-16T11:00:00	5.6	981.8	42.7
2020-04-16T11:10:00	5.7	982.1	42.7
2020-04-16T11:20:00	6.2	982.1	39.7
2020-04-16T11:30:00	6.3	982.3	38.1
2020-04-16T11:40:00	6.4	982.5	37.6
2020-04-16T11:50:00	6.4	982.6	37.0
2020-04-16T12:00:00	6.8	982.6	37.1
2020-04-16T12:10:00	6.8	982.8	38.5
2020-04-16T12:20:00	6.9	982.9	39.2
2020-04-16T12:30:00	6.7	983.0	39.9
2020-04-16T12:40:00	6.7	983.0	40.7
2020-04-16T12:50:00	6.8	983.0	41.2
2020-04-16T13:00:00	7.1	983.0	40.0
2020-04-16T13:10:00	8.0	983.1	36.0
2020-04-16T13:20:00	6.9	983.4	36.3
2020-04-16T13:30:00	7.0	983.4	38.0
2020-04-16T13:40:00	6.8	983.5	34.7
2020-04-16T13:50:00	7.0	983.8	34.8
2020-04-16T14:00:00	7.0	983.9	36.0
2020-04-16T14:10:00	6.6	984.0	36.2
2020-04-16T14:20:00	6.6	984.2	36.0
2020-04-16T14:30:00	7.0	984.2	35.4
2020-04-16T14:40:00	6.9	984.3	35.9
2020-04-16T14:50:00	7.1	984.3	36.6
2020-04-16T15:00:00	7.7	984.4	36.9
2020-04-16T15:10:00	7.7	984.6	36.5
2020-04-16T15:20:00	7.0	984.6	37.1
2020-04-16T15:30:00	7.1	984.6	35.3
2020-04-16T15:40:00	7.2	984.6	35.1
2020-04-16T15:50:00	7.4	984.6	36.0
2020-04-16T16:00:00	7.1	984.6	36.5
2020-04-16T16:10:00	6.9	984.9	37.8
2020-04-16T16:20:00	6.6	984.9	41.5
2020-04-16T16:30:00	6.4	985.0	43.0
2020-04-16T16:40:00	6.3	985.1	43.9
2020-04-16T16:50:00	6.1	985.2	44.6
2020-04-16T17:00:00	6.1	985.2	45.0
2020-04-16T17:10:00	5.9	985.3	46.3
2020-04-16T17:20:00	5.9	985.4	45.8
2020-04-16T17:30:00	6.0	985.4	45.4
2020-04-16T17:40:00	5.9	985.5	46.3
2020-04-16T17:50:00	5.5	985.5	47.8
2020-04-16T18:00:00	5.1	985.6	50.9
2020-04-16T18:10:00	4.9	985.7	51.8
2020-04-16T18:20:00	4.7	985.7	52.7
2020-04-16T18:30:00	4.4	985.7	55.9
2020-04-16T18:40:00	4.3	985.7	55.5
2020-04-16T18:50:00	4.3	985.8	54.7
2020-04-16T19:00:00	4.3	985.8	54.9
2020-04-16T19:10:00	4.4	985.8	55.6
2020-04-16T19:20:00	4.3	985.9	57.8
2020-04-16T19:30:00	4.3	986.1	59.8
2020-04-16T19:40:00	4.2	986.2	59.6
2020-04-16T19:50:00	4.2	986.2	58.0
2020-04-16T20:00:00	4.1	986.2	58.3
2020-04-16T20:10:00	4.0	986.2	58.1
2020-04-16T20:20:00	4.0	986.2	56.8
2020-04-16T20:30:00	4.0	986.4	55.2
2020-04-16T20:40:00	4.0	986.5	55.0
2020-04-16T20:50:00	4.0	986.3	53.8
2020-04-16T21:00:00	4.0	986.5	53.9
2020-04-16T21:10:00	3.9	986.6	54.7
2020-04-16T21:20:00	3.7	986.6	55.4
2020-04-16T21:30:00	3.6	986.6	56.2
2020-04-16T21:40:00	3.4	986.5	55.9
2020-04-16T21:50:00	3.1	986.6	56.7
2020-04-16T22:00:00	2.9	986.6	57.7
2020-04-16T22:10:00	2.6	986.7	59.1
2020-04-16T22:20:00	2.3	986.6	62.5
2020-04-16T22:30:00	2.2	986.6	62.7
2020-04-16T22:40:00	2.0	986.6	63.2
2020-04-16T22:50:00	1.9	986.7	63.1
2020-04-16T23:00:00	1.9	986.8	62.2
2020-04-16T23:10:00	1.9	986.8	63.1
2020-04-16T23:20:00	1.8	986.9	64.2
2020-04-16T23:30:00	1.8	987.0	64.7
2020-04-16T23:40:00	1.8	987.0	65.4
2020-04-16T23:50:00	1.8	987.0	65.6
2020-04-17T00:00:00	1.6	987.0	67.7
2020-04-17T00:10:00	1.5	987.0	69.7
2020-04-17T00:20:00	1.4	987.0	68.9
2020-04-17T00:30:00	1.5	987.1	67.2
2020-04-17T00:40:00	1.5	987.3	66.8
2020-04-17T00:50:00	1.5	987.3	66.8
2020-04-17T01:00:00	1.4	987.3	67.1
2020-04-17T01:10:00	1.4	987.3	67.1
2020-04-17T01:20:00	1.2	987.3	67.6
2020-04-17T01:30:00	1.1	987.3	68.1
2020-04-17T01:40:00	1.1	987.3	68.8
2020-04-17T01:50:00	1.1	987.4	69.3
2020-04-17T02:00:00	0.9	987.4	69.3
2020-04-17T02:10:00	0.8	987.3	70.1
2020-04-17T02:20:00	0.6	987.4	70.7
2020-04-17T02:30:00	0.4	987.4	71.3
2020-04-17T02:40:00	0.2	987.4	72.3
2020-04-17T02:50:00	0.0	987.3	72.7
2020-04-17T03:00:00	0.0	987.4	73.1
2020-04-17T03:10:00	0.0	987.3	73.1
2020-04-17T03:20:00	0.0	987.4	73.3
2020-04-17T03:30:00	0.0	987.4	73.3
2020-04-17T03:40:00	0.0	987.4	73.6
2020-04-17T03:50:00	0.0	987.4	73.2
2020-04-17T04:00:00	0.3	987.4	72.2
2020-04-17T04:10:00	0.6	987.3	70.9
2020-04-17T04:20:00	0.6	987.4	70.0
2020-04-17T04:30:00	0.8	987.4	69.5
2020-04-17T04:40:00	1.0	987.3	68.9
2020-04-17T04:50:00	1.4	987.4	67.5
2020-04-17T05:00:00	1.5	987.4	66.1
2020-04-17T05:10:00	1.5	987.4	65.7
2020-04-17T05:20:00	1.7	987.4	65.0
2020-04-17T05:30:00	1.8	987.4	63.7
2020-04-17T05:40:00	2.0	987.4	63.0
2020-04-17T05:50:00	2.2	987.4	61.2
2020-04-17T06:00:00	2.5	987.4	59.9
2020-04-17T06:10:00	2.7	987.4	58.0
2020-04-17T06:20:00	2.7	987.4	58.2
2020-04-17T06:30:00	3.4	987.4	56.2
2020-04-17T06:40:00	3.9	987.4	53.2
2020-04-17T06:50:00	4.2	987.2	51.2
2020-04-17T07:00:00	4.7	987.3	49.3
2020-04-17T07:10:00	4.7	986.9	46.6
2020-04-17T07:20:00	4.8	987.2	45.5
2020-04-17T07:30:00	5.2	987.4	45.1
2020-04-17T07:40:00	5.1	987.2	43.9
2020-04-17T07:50:00	5.2	987.3	43.1
2020-04-17T08:00:00	5.3	987.3	43.2
2020-04-17T08:10:00	5.4	987.4	42.4
2020-04-17T08:20:00	5.6	987.5	42.5
2020-04-17T08:30:00	6.0	987.4	41.6
2020-04-17T08:40:00	5.9	987.7	41.4
2020-04-17T08:50:00	6.5	987.8	40.1
2020-04-17T09:00:00	5.5	987.6	39.7
2020-04-17T09:10:00	6.3	987.8	40.0
2020-04-17T09:20:00	6.1	987.9	40.5
2020-04-17T09:30:00	5.5	988.2	42.9
2020-04-17T09:40:00	5.9	988.2	43.1
2020-04-17T09:50:00	5.5	988.4	43.7
2020-04-17T10:00:00	6.0	988.5	44.6
2020-04-17T10:10:00	5.1	988.6	46.1
2020-04-17T10:20:00	5.6	988.6	44.9
2020-04-17T10:30:00	5.4	988.9	43.4
2020-04-17T10:40:00	5.5	988.9	44.1
2020-04-17T10:50:00	5.4	988.8	43.5
2020-04-17T11:00:00	5.2	988.9	43.2
2020-04-17T11:10:00	4.9	989.1	46.9
2020-04-17T11:20:00	5.1	989.1	46.3
2020-04-17T11:30:00	5.0	989.3	48.8
2020-04-17T11:40:00	4.4	989.7	52.1
2020-04-17T11:50:00	4.5	989.6	51.8
2020-04-17T12:00:00	4.3	989.7	53.3
2020-04-17T12:10:00	3.8	990.1	60.3
2020-04-17T12:20:00	3.9	990.0	57.2
2020-04-17T12:30:00	3.9	990.2	57.4
2020-04-17T12:40:00	3.7	990.2	58.1
2020-04-17T12:50:00	3.1	990.6	66.7
2020-04-17T13:00:00	2.5	990.6	72.1
2020-04-17T13:10:00	2.7	990.5	66.2
2020-04-17T13:20:00	3.3	990.7	63.0
2020-04-17T13:30:00	3.3	990.7	61.0
2020-04-17T13:40:00	3.3	990.8	62.4
2020-04-17T13:50:00	3.1	990.9	63.2
2020-04-17T14:00:00	3.0	991.0	65.0
